source,stamp_sec,stamp_nanosec,x,y,z,qx,qy,qz,qw
vins,1776726754,903602078,2.25722e-05,0.0001319,2.21611e-05,0.000950004,0.00129675,-4.07406e-05,0.999999
vins,1776726754,920108078,-0.000114528,0.000176637,7.78771e-05,0.000960235,0.00130595,-3.43855e-05,0.999999
vins,1776726754,936836078,-4.95877e-05,0.000188444,7.93517e-05,0.000945994,0.00129788,-3.82232e-05,0.999999
vins,1776726754,953684078,-8.84179e-05,0.000125642,5.79004e-05,0.000978618,0.00129268,3.05209e-06,0.999999
vins,1776726754,970006078,-9.28842e-05,0.000112323,3.92011e-05,0.00097596,0.00130182,2.06992e-05,0.999999
vins,1776726755,5891078,3.62602e-05,0.000100401,1.68103e-05,0.000981097,0.00128862,4.18014e-05,0.999999
vins,1776726755,20087078,-2.10017e-05,0.000101966,6.08977e-05,0.000973311,0.00129986,5.95645e-05,0.999999
vins,1776726755,37682078,1.24398e-05,0.000118456,5.36211e-05,0.000962164,0.00128744,4.47825e-05,0.999999
vins,1776726755,53602078,-7.5452e-06,5.43472e-05,3.11238e-05,0.000972924,0.00128298,4.15647e-05,0.999999
vins,1776726755,70314078,-2.55657e-05,6.94329e-05,2.27169e-05,0.000967524,0.00129431,2.63739e-05,0.999999
vins,1776726755,86850078,-1.20186e-05,7.13315e-05,1.67925e-05,0.000963671,0.00128848,5.48136e-06,0.999999
vins,1776726755,103582078,3.90612e-05,7.27863e-05,2.81168e-05,0.000955444,0.00129487,-2.64344e-05,0.999999
vins,1776726755,120142078,2.80128e-05,9.15476e-05,4.70777e-05,0.000956712,0.0013016,-4.1749e-05,0.999999
vins,1776726755,137137078,6.1923e-05,6.74441e-05,2.22163e-05,0.000958486,0.0012813,-4.8849e-05,0.999999
vins,1776726755,153587078,-4.00713e-06,7.91413e-05,4.01314e-05,0.000964512,0.00128775,-3.73952e-05,0.999999
vins,1776726755,170214078,-3.09462e-05,9.23446e-05,5.45552e-05,0.000980227,0.00129031,-3.16395e-05,0.999999
vins,1776726755,186831078,-9.06379e-05,9.17424e-05,7.09526e-05,0.000987298,0.00129102,-1.36527e-05,0.999999
vins,1776726755,203806078,8.53304e-05,9.44505e-05,5.12965e-05,0.00097276,0.00129788,5.30613e-06,0.999999
vins,1776726755,236874078,0.000123946,6.77182e-05,2.00208e-05,0.000971561,0.00128566,4.2031e-05,0.999999
vins,1776726755,253583078,0.000128292,8.49727e-05,2.81755e-05,0.000976579,0.00129863,6.15657e-05,0.999999
vins,1776726755,286866078,-2.40819e-05,0.000112569,2.60183e-05,0.000974458,0.00129119,7.4682e-05,0.999999
vins,1776726755,320093078,-5.67404e-05,5.17892e-05,6.03277e-05,0.000964154,0.00130454,4.03424e-05,0.999999
vins,1776726755,320093078,-5.67404e-05,5.17892e-05,6.03277e-05,0.000964154,0.00130454,4.03424e-05,0.999999
vins,1776726755,356119078,-8.38994e-05,0.00010553,8.01655e-05,0.000974965,0.00130323,-3.37141e-05,0.999999
vins,1776726755,370370078,-2.37292e-05,0.000107946,3.8649e-05,0.00098286,0.00128631,-5.63156e-05,0.999999
vins,1776726755,407741078,-1.07026e-05,0.000194909,6.26068e-05,0.000964337,0.00129835,-7.43675e-05,0.999999
vins,1776726755,420371078,3.4694e-05,0.000164842,8.52648e-05,0.000960706,0.00129717,-5.7583e-05,0.999999
vins,1776726755,436839078,1.5065e-05,0.000160571,5.27773e-05,0.000954687,0.00129642,-3.41659e-05,0.999999
vins,1776726755,453684078,2.04606e-05,0.000124071,7.00075e-05,0.000967467,0.00129333,1.41025e-06,0.999999
vins,1776726755,470030078,8.17521e-05,8.2439e-05,6.3912e-05,0.000974425,0.00128624,2.7013e-05,0.999999
vins,1776726755,486886078,0.000136591,5.09863e-05,4.40359e-05,0.000967162,0.00129763,4.36923e-05,0.999999
vins,1776726755,503794078,9.07664e-05,3.29176e-05,8.83725e-06,0.000975121,0.00130232,6.29992e-05,0.999999
vins,1776726755,520187078,0.00015796,5.35422e-05,1.97803e-05,0.000964818,0.00128329,6.36707e-05,0.999999
vins,1776726755,536885078,6.40706e-05,0.000148173,8.87797e-05,0.000963577,0.00129779,4.46614e-05,0.999999
vins,1776726755,553779078,4.64279e-06,0.000209317,0.000109078,0.000962024,0.0013027,1.41027e-05,0.999999
vins,1776726755,570109078,8.3752e-05,9.89033e-05,5.17641e-05,0.000972663,0.00127706,5.9977e-06,0.999999
vins,1776726755,586858078,6.11623e-05,0.000105481,3.54306e-05,0.000974281,0.00128198,-1.86569e-05,0.999999
vins,1776726755,603604078,1.56608e-05,7.52708e-05,2.70037e-05,0.0009693,0.001281,-1.94418e-05,0.999999
vins,1776726755,620646078,-2.0197e-05,7.30429e-05,4.66687e-05,0.000972083,0.00127823,-2.42964e-05,0.999999
vins,1776726755,636886078,4.64285e-06,0.000104264,6.18074e-05,0.000959428,0.00129004,-4.58508e-05,0.999999
vins,1776726755,653622078,7.35708e-05,8.48599e-05,6.68077e-05,0.000950516,0.00129556,-4.76712e-05,0.999999
vins,1776726755,670327078,4.22087e-05,7.70331e-05,3.51313e-05,0.000956704,0.0012793,-2.75552e-05,0.999999
vins,1776726755,686867078,-5.79051e-05,0.000114845,6.37957e-05,0.000951412,0.00129159,-1.01617e-05,0.999999
vins,1776726755,703621078,-0.00017576,0.000152118,9.55138e-05,0.000967578,0.00129837,9.18811e-06,0.999999
vins,1776726755,720233078,-9.95045e-06,0.000155507,5.78424e-05,0.000958883,0.00128424,2.12399e-05,0.999999
vins,1776726755,737097078,3.51624e-05,0.000132937,4.14463e-05,0.000959663,0.00128417,3.86893e-05,0.999999
vins,1776726755,753430078,8.3752e-06,0.000163091,6.43625e-05,0.000968284,0.00129414,4.87311e-05,0.999999
vins,1776726755,770355078,-1.07595e-05,0.000154299,7.62713e-05,0.000969922,0.00129145,5.04356e-05,0.999999
vins,1776726755,786979078,1.07128e-05,0.000128487,5.48091e-05,0.000984365,0.00129523,4.85482e-05,0.999999
vins,1776726755,803622078,-8.74457e-06,8.95042e-05,4.90134e-05,0.000995631,0.00129078,2.96124e-05,0.999999
vins,1776726755,820297078,2.6211e-05,8.89246e-05,3.70453e-05,0.00101275,0.00128283,2.09235e-05,0.999999
vins,1776726755,836832078,8.02958e-05,2.33187e-05,3.77008e-05,0.000998444,0.00128706,-1.13556e-05,0.999999
vins,1776726755,853610078,8.39864e-05,5.57319e-05,1.34544e-05,0.000975158,0.00129184,-3.90414e-05,0.999999
vins,1776726755,870238078,-7.29009e-05,0.000154459,6.06879e-05,0.000961411,0.00129868,-4.89029e-05,0.999999
vins,1776726755,887043078,-0.000147061,0.000211955,8.39764e-05,0.000954794,0.00130628,-6.06595e-05,0.999999
vins,1776726755,904990078,-5.70966e-05,0.00013413,8.47577e-05,0.000963751,0.00130032,-5.84373e-05,0.999999
vins,1776726755,920241078,9.78145e-06,0.000125511,7.56309e-05,0.000965098,0.0012897,-5.72299e-05,0.999999
vins,1776726755,936856078,-3.59175e-05,0.000141533,5.98055e-05,0.000979096,0.00129491,-3.89398e-05,0.999999
vins,1776726755,953627078,-8.06895e-05,0.000117148,5.86059e-05,0.000992443,0.00128807,6.50297e-07,0.999999
vins,1776726756,3614078,6.74455e-05,0.000127085,4.42287e-05,0.000981362,0.00129101,4.06924e-05,0.999999
vins,1776726756,20251078,4.17544e-05,9.76668e-05,2.85665e-05,0.000961116,0.00128453,5.44849e-05,0.999999
vins,1776726756,36868078,6.81195e-06,8.93014e-05,4.74087e-05,0.000952919,0.00130773,5.4089e-05,0.999999
vins,1776726756,53619078,5.16897e-05,5.28137e-05,5.07162e-05,0.000965283,0.00129875,4.63263e-05,0.999999
vins,1776726756,70227078,1.47054e-05,7.09196e-05,2.16221e-05,0.000959986,0.00128892,3.31056e-05,0.999999
vins,1776726756,86865078,0.000121487,8.33961e-05,2.94497e-05,0.000952278,0.00130918,6.91032e-06,0.999999
vins,1776726756,103618078,-3.52969e-06,0.000150686,8.24417e-05,0.000948056,0.00128065,-9.95621e-06,0.999999
vins,1776726756,139692078,-2.99094e-05,0.000124363,9.48283e-06,0.000946213,0.00129138,-2.90545e-05,0.999999
vins,1776726756,155173078,-3.59152e-06,0.000122647,4.65167e-05,0.000947355,0.00127359,-4.44983e-05,0.999999
vins,1776726756,170334078,4.36186e-05,9.67123e-05,4.27115e-05,0.000967138,0.00128018,-3.15123e-05,0.999999
vins,1776726756,205668078,3.912e-05,0.000115083,4.58484e-05,0.000987477,0.00127122,-1.61695e-05,0.999999
vins,1776726756,220249078,5.24187e-06,0.000107033,3.66649e-05,0.000998168,0.00128735,-8.97732e-07,0.999999
vins,1776726756,236999078,-0.000135714,0.000125174,7.47325e-05,0.00100809,0.00130769,3.66508e-05,0.999999
vins,1776726756,253508078,-0.000140321,0.000123211,6.29972e-05,0.000994832,0.00126944,3.61514e-05,0.999999
vins,1776726756,270279078,7.31875e-05,8.41623e-05,5.2471e-05,0.000986407,0.0013228,3.15431e-05,0.999999
vins,1776726756,287213078,7.40806e-05,7.81107e-05,7.82831e-05,0.000984658,0.00128006,2.75432e-05,0.999999
vins,1776726756,320239078,0.000141007,0.000104991,4.76207e-05,0.000954511,0.00132445,9.24246e-06,0.999999
vins,1776726756,337069078,0.000151822,9.2448e-05,3.26648e-05,0.000963994,0.00126485,-9.01385e-06,0.999999
vins,1776726756,353567078,0.000127085,7.50219e-05,1.70373e-05,0.000959394,0.00128436,-1.74519e-05,0.999999
vins,1776726756,370205078,-5.26647e-05,0.000204108,-5.26365e-05,0.00097102,0.001282,-3.28895e-05,0.999999
vins,1776726756,388419078,-2.32688e-06,0.000196574,-0.000101845,0.00096635,0.00125396,-4.28998e-05,0.999999
vins,1776726756,403481078,-7.64531e-05,0.000318812,-0.000112484,0.000963378,0.00125275,-6.07457e-05,0.999999
vins,1776726756,420249078,-3.98028e-05,0.000373113,-0.000120484,0.000929856,0.00127457,-5.08299e-05,0.999999
vins,1776726756,438645078,4.58787e-07,0.00034734,-0.000125758,0.000927833,0.00124317,-4.05408e-05,0.999999
vins,1776726756,454395078,-9.02176e-05,0.000370416,-0.00012649,0.000931286,0.00126328,-1.96997e-05,0.999999
vins,1776726756,470267078,-0.000185355,0.000397408,-5.91765e-05,0.00093741,0.00128111,1.16576e-06,0.999999
vins,1776726756,488294078,-0.000170893,0.000324873,-7.78284e-05,0.000931144,0.00126415,9.26402e-06,0.999999
vins,1776726756,503499078,-0.00022068,0.000332873,-6.22095e-05,0.000936134,0.00128959,1.91315e-05,0.999999
vins,1776726756,520243078,-0.000154949,0.000303152,-4.17174e-05,0.000939851,0.00127997,5.63246e-06,0.999999
vins,1776726756,537003078,-0.000218995,0.000345429,-6.89704e-05,0.000930401,0.00126742,-1.14633e-05,0.999999
vins,1776726756,553497078,-6.20033e-05,0.000302919,-0.000143059,0.00093373,0.00125802,-3.41847e-05,0.999999
vins,1776726756,570233078,-0.000155998,0.00038626,-0.000118189,0.000931251,0.00125585,-6.72947e-05,0.999999
vins,1776726756,605855078,2.99066e-05,0.000292145,-0.000177003,0.000942406,0.00125685,-9.07756e-05,0.999999
vins,1776726756,620271078,-9.45868e-05,0.000379179,-0.000130879,0.000948479,0.00125986,-7.9466e-05,0.999999
vins,1776726756,636993078,-0.000113508,0.000356262,-7.11157e-05,0.000953661,0.00124765,-8.4272e-05,0.999999
vins,1776726756,653573078,-7.90265e-05,0.000319231,-9.17191e-05,0.000948313,0.00130211,-6.76663e-05,0.999999
vins,1776726756,670180078,-7.35219e-05,0.000322692,-9.29642e-05,0.000958987,0.00125572,-4.58554e-05,0.999999
vins,1776726756,687002078,-0.00011849,0.000306746,-0.000134465,0.000957564,0.00124418,-1.52888e-05,0.999999
vins,1776726756,703550078,-0.000160342,0.000349191,-8.5428e-05,0.00094413,0.00129712,-6.61173e-06,0.999999
vins,1776726756,720267078,-0.000106297,0.000327056,-4.46545e-05,0.000955098,0.00126297,1.63614e-05,0.999999
vins,1776726756,737171078,-0.000114629,0.000291395,-9.30562e-05,0.000963248,0.00125994,2.51193e-05,0.999999
vins,1776726756,753334078,-0.000119959,0.000295774,-7.07209e-05,0.000955754,0.00130556,7.75309e-06,0.999999
vins,1776726756,770252078,-7.96792e-05,0.000264419,-0.000118766,0.00096147,0.00123561,-1.5133e-05,0.999999
vins,1776726756,787038078,-2.32263e-05,0.000274027,-0.000126173,0.000983146,0.00125261,-3.43165e-05,0.999999
vins,1776726756,803462078,-8.21557e-06,0.000272895,-0.000105803,0.000968145,0.00127929,-6.59766e-05,0.999999
vins,1776726756,820248078,-1.00402e-05,0.000280397,-0.000171721,0.00095508,0.00123803,-8.17964e-05,0.999999
vins,1776726756,837154078,-7.25598e-05,0.000304983,-0.000173716,0.000956031,0.00126072,-9.03124e-05,0.999999
vins,1776726756,853494078,-5.06634e-05,0.000341437,-0.000142854,0.000952331,0.00128433,-9.42018e-05,0.999999
vins,1776726756,870256078,-9.98238e-05,0.000352743,-0.000105609,0.000946998,0.00125301,-8.00002e-05,0.999999
vins,1776726756,887000078,-0.000268975,0.000414239,-6.12613e-05,0.000935659,0.00128648,-6.41243e-05,0.999999
vins,1776726756,903527078,-0.000239748,0.000404815,-5.22194e-05,0.000927899,0.00129535,-3.62383e-05,0.999999
vins,1776726756,920222078,-9.04429e-05,0.000318462,-0.000122161,0.000942049,0.00124891,-5.66637e-06,0.999999
vins,1776726756,936986078,3.07583e-05,0.000239532,-0.000164786,0.000931382,0.00127674,2.35254e-05,0.999999
vins,1776726756,953673078,-5.74773e-05,0.000332282,-8.48897e-05,0.000955897,0.0012727,2.64485e-05,0.999999
vins,1776726756,970271078,-0.000103601,0.000312094,-0.00010868,0.000971414,0.00124898,2.33628e-05,0.999999
vins,1776726756,987085078,-3.05008e-05,0.000266746,-0.000143795,0.000976041,0.00128028,1.52418e-05,0.999999
vins,1776726757,3508078,1.17648e-05,0.000265402,-0.00011347,0.000972107,0.00126845,-9.59985e-06,0.999999
vins,1776726757,20416078,-6.34981e-05,0.000346051,-0.000109073,0.000951224,0.00125806,-3.30179e-05,0.999999
vins,1776726757,55393078,-1.79914e-05,0.000316955,-0.000122938,0.000947497,0.00125054,-7.04185e-05,0.999999
vins,1776726757,70260078,-6.55923e-05,0.00031722,-0.000139838,0.000950723,0.00125462,-7.6952e-05,0.999999
vins,1776726757,86993078,-0.000149245,0.000346389,-8.79957e-05,0.00094062,0.00128722,-8.0893e-05,0.999999
vins,1776726757,137042078,-0.000137381,0.000343825,-5.48302e-05,0.000948054,0.00129896,-4.34062e-05,0.999999
vins,1776726757,153751078,-0.000255488,0.000427143,6.37844e-06,0.000951386,0.00127324,-2.5246e-05,0.999999
vins,1776726757,170188078,-0.000173844,0.000392654,-7.3509e-05,0.000941007,0.00127202,-1.43789e-05,0.999999
vins,1776726757,187055078,-0.000227302,0.000396894,-5.66745e-05,0.000939941,0.00128546,-1.49678e-06,0.999999
vins,1776726757,203737078,-0.000102347,0.000315592,-6.90328e-05,0.00094407,0.00127104,-7.7569e-06,0.999999
vins,1776726757,220272078,-5.38227e-05,0.000310168,-0.000138329,0.00094424,0.00125823,-5.99006e-06,0.999999
vins,1776726757,237244078,-0.000106429,0.000376822,-0.000129433,0.000937801,0.00128892,-1.89818e-05,0.999999
vins,1776726757,273757078,-0.000264786,0.00039985,-6.47799e-05,0.000941921,0.00127795,-3.99106e-05,0.999999
vins,1776726757,287041078,-0.000238644,0.000402285,-2.86976e-05,0.000940721,0.00130476,-4.98587e-05,0.999999
vins,1776726757,320392078,-0.00022735,0.000370569,-3.52807e-05,0.000925387,0.00129485,-5.77042e-05,0.999999
vins,1776726757,336963078,-0.00022162,0.000347243,-5.65364e-05,0.000916468,0.00128034,-5.94127e-05,0.999999
vins,1776726757,353712078,-0.000198308,0.000345967,-5.20252e-05,0.000936285,0.00126625,-5.42174e-05,0.999999
vins,1776726757,370311078,-0.000151233,0.00035123,4.46575e-06,0.000935127,0.00127864,-5.91172e-05,0.999999
vins,1776726757,387002078,-0.000204324,0.000358993,3.38146e-05,0.000923647,0.00129411,-5.75588e-05,0.999999
vins,1776726757,403644078,-0.000380108,0.000463496,5.9571e-05,0.000914976,0.00129699,-6.23053e-05,0.999999
vins,1776726757,420255078,-0.000386633,0.00044624,6.7024e-05,0.000912748,0.00129988,-5.99251e-05,0.999999
vins,1776726757,437024078,-0.000460054,0.000524293,9.69582e-05,0.000928157,0.00130918,-5.39901e-05,0.999999
vins,1776726757,453644078,-0.000314667,0.000443585,9.97523e-05,0.000948802,0.00129711,-3.75161e-05,0.999999
vins,1776726757,470301078,-0.000347144,0.000456292,8.64611e-05,0.000941644,0.00131206,-3.28808e-05,0.999999
vins,1776726757,487034078,-0.000321544,0.000442331,8.92418e-05,0.000935567,0.00130517,-2.88734e-05,0.999999
vins,1776726757,503635078,-0.000397643,0.000473076,7.48331e-05,0.000924241,0.00129773,-2.51386e-05,0.999999
vins,1776726757,520267078,-0.000364551,0.000439322,6.47862e-05,0.000907451,0.00129988,-2.85034e-05,0.999999
vins,1776726757,537091078,-0.000303798,0.000392433,8.05269e-05,0.000913952,0.00129655,-2.86819e-05,0.999999
vins,1776726757,553582078,-0.00034346,0.000438539,0.000109111,0.000901826,0.00129173,-4.10638e-05,0.999999
vins,1776726757,570270078,-0.0004002,0.000433531,0.000106312,0.000903875,0.00130742,-4.74596e-05,0.999999
vins,1776726757,587044078,-0.000376383,0.000422241,0.000103366,0.000900804,0.00130219,-5.94451e-05,0.999999
vins,1776726757,603615078,-0.000335256,0.000368755,6.94712e-05,0.000905346,0.00129551,-6.74362e-05,0.999999
vins,1776726757,620269078,-0.000318394,0.000392209,6.27831e-05,0.000910914,0.00129788,-6.69881e-05,0.999999
vins,1776726757,637032078,-0.000409796,0.00044379,8.83311e-05,0.000930427,0.00129562,-6.7478e-05,0.999999
vins,1776726757,653621078,-0.000334131,0.000417149,5.07439e-05,0.000935248,0.00129118,-5.94506e-05,0.999999
vins,1776726757,670262078,-0.000319465,0.000406482,6.00514e-05,0.000937046,0.00130575,-5.01497e-05,0.999999
vins,1776726757,687027078,-0.000320449,0.000395196,8.62719e-05,0.000935723,0.00129542,-4.40694e-05,0.999999
vins,1776726757,703874078,-0.000340979,0.000401741,6.69654e-05,0.000934464,0.001297,-2.7165e-05,0.999999
vins,1776726757,720258078,-0.000350022,0.000407496,8.5669e-05,0.000920583,0.00130894,-2.41129e-05,0.999999
vins,1776726757,737216078,-0.000262653,0.000353918,5.31138e-05,0.000921968,0.00128359,-2.0027e-05,0.999999
vins,1776726757,753909078,-0.00030991,0.000398209,2.51946e-05,0.000916552,0.00128613,-2.80584e-05,0.999999
vins,1776726757,770178078,-0.00014529,0.000357587,2.22096e-06,0.000898015,0.00128981,-2.82126e-05,0.999999
vins,1776726757,786878078,-0.000260998,0.000369389,4.30986e-05,0.000908781,0.00129025,-3.6601e-05,0.999999
vins,1776726757,803828078,-0.00017324,0.000353077,-8.00178e-06,0.000910081,0.00129674,-4.4936e-05,0.999999
vins,1776726757,820436078,-0.00020733,0.000366591,3.23527e-05,0.000920768,0.00129868,-6.15781e-05,0.999999
vins,1776726757,836919078,-0.00033506,0.000408803,8.17181e-05,0.000931277,0.00129393,-6.65765e-05,0.999999
vins,1776726757,853645078,-0.00029099,0.000414291,5.64413e-05,0.000936356,0.00128739,-6.71216e-05,0.999999
vins,1776726757,870412078,-0.000346507,0.000454717,0.000121871,0.000942182,0.00130378,-6.46871e-05,0.999999
vins,1776726757,886899078,-0.000306811,0.000406019,6.61993e-05,0.000936161,0.00128097,-5.4845e-05,0.999999
vins,1776726757,903645078,-0.000456208,0.000435385,0.000101618,0.000927461,0.00131146,-5.51213e-05,0.999999
vins,1776726757,920399078,-0.000337259,0.000443227,9.93205e-05,0.000910401,0.00130111,-5.36407e-05,0.999999
vins,1776726757,936884078,-0.000198975,0.000365471,3.61593e-05,0.00090839,0.00128123,-5.04419e-05,0.999999
vins,1776726757,953644078,-0.000160005,0.000358342,2.21591e-05,0.000919227,0.0012897,-4.18677e-05,0.999999
vins,1776726757,970418078,-0.000210155,0.000357138,6.69509e-05,0.000932359,0.0012982,-2.84378e-05,0.999999
vins,1776726757,986888078,-0.000339839,0.000402504,8.255e-05,0.000927586,0.00130055,-3.54666e-05,0.999999
vins,1776726758,3703078,-0.000286519,0.000414478,4.49193e-05,0.000925196,0.00130018,-4.49158e-05,0.999999
vins,1776726758,20408078,-0.000422801,0.000483799,7.63881e-05,0.000923116,0.0012982,-5.49987e-05,0.999999
vins,1776726758,70435078,-0.000351188,0.000425245,8.49011e-05,0.000931959,0.00129998,-5.95661e-05,0.999999
vins,1776726758,87341078,-0.000354101,0.000397406,4.20976e-05,0.000929566,0.00129948,-5.23911e-05,0.999999
vins,1776726758,103742078,-0.000273966,0.000403904,4.75325e-05,0.000926385,0.00129239,-5.39674e-05,0.999999
vins,1776726758,120442078,-0.000251896,0.000396183,5.69512e-05,0.000924086,0.00129793,-4.78364e-05,0.999999
vins,1776726758,136920078,-0.0002911,0.000384938,5.90396e-05,0.000912953,0.00129369,-5.03358e-05,0.999999
vins,1776726758,153678078,-0.000400758,0.000448664,0.000110972,0.000916647,0.00131084,-4.91704e-05,0.999999
vins,1776726758,170397078,-0.000277924,0.000395421,8.67365e-05,0.000919828,0.00129987,-4.49674e-05,0.999999
vins,1776726758,186901078,-0.000284093,0.000377022,0.000105683,0.000925542,0.00130652,-4.4947e-05,0.999999
vins,1776726758,203935078,-0.000223143,0.000346929,5.82694e-05,0.000931008,0.0012947,-4.27319e-05,0.999999
vins,1776726758,220401078,-0.000315827,0.000431914,6.52718e-05,0.000934647,0.00129915,-4.78531e-05,0.999999
vins,1776726758,236911078,-0.000388622,0.000492201,9.74867e-05,0.000931442,0.00130682,-4.98471e-05,0.999999
vins,1776726758,254535078,-0.000455756,0.000549185,0.000120306,0.000932916,0.00131171,-5.26018e-05,0.999999
vins,1776726758,270872078,-0.000341755,0.000470901,0.000112588,0.000938198,0.00129457,-5.5228e-05,0.999999
vins,1776726758,286912078,-0.000381451,0.000443778,8.54018e-05,0.000913462,0.00129931,-5.29757e-05,0.999999
vins,1776726758,303668078,-0.000297918,0.000386272,2.11674e-05,0.000903852,0.00129812,-4.44547e-05,0.999999
vins,1776726758,353763078,-0.000538903,0.000520087,0.000125294,0.000922869,0.00129412,-5.19748e-05,0.999999
vins,1776726758,370426078,-0.000364383,0.000397881,4.14933e-05,0.00092293,0.00129743,-4.90177e-05,0.999999
vins,1776726758,387028078,-0.000239702,0.000331704,3.29154e-07,0.000921673,0.00130226,-3.76506e-05,0.999999
vins,1776726758,403565078,-0.000270643,0.000330331,-1.807e-05,0.000926333,0.00129758,-3.11766e-05,0.999999
vins,1776726758,420420078,-0.000328327,0.000347475,1.39269e-05,0.000939657,0.00128973,-2.72246e-05,0.999999
vins,1776726758,453707078,-0.000272843,0.000353984,2.58287e-05,0.000944725,0.00129943,-3.06169e-05,0.999999
vins,1776726758,470427078,-0.000231722,0.000338794,-3.38034e-05,0.000938796,0.0012863,-2.68982e-05,0.999999
vins,1776726758,486924078,-0.000338035,0.000383168,7.35329e-06,0.000937583,0.00130647,-2.88944e-05,0.999999
vins,1776726758,503682078,-0.000238495,0.000340334,-1.33482e-05,0.000935624,0.00129373,-2.34729e-05,0.999999
vins,1776726758,520428078,-0.000202805,0.00029529,-5.47776e-05,0.000921415,0.00127962,-3.64338e-05,0.999999
vins,1776726758,536928078,-0.00012238,0.000264564,-4.50141e-05,0.000925879,0.00128202,-3.63402e-05,0.999999
vins,1776726758,553746078,-0.000275834,0.000331291,2.5102e-06,0.000932433,0.0012894,-3.97928e-05,0.999999
vins,1776726758,570425078,-0.000266978,0.000315932,-2.50515e-05,0.000920686,0.0012876,-5.09705e-05,0.999999
vins,1776726758,587062078,-0.000173981,0.000284655,-2.057e-05,0.000931904,0.00129391,-4.72585e-05,0.999999
vins,1776726758,603679078,-0.000288734,0.000360012,2.28522e-05,0.00094696,0.00129578,-4.51548e-05,0.999999
vins,1776726758,620441078,-0.000206666,0.000305728,-7.36111e-05,0.00092795,0.00128597,-4.68295e-05,0.999999
vins,1776726758,637058078,-0.000168668,0.000308729,-6.12717e-05,0.000932533,0.00128851,-4.57149e-05,0.999999
vins,1776726758,653954078,-0.000258316,0.000354118,-1.70637e-05,0.000927767,0.00128762,-4.37879e-05,0.999999
vins,1776726758,670495078,-0.000219168,0.00037044,-1.76921e-05,0.000936071,0.00128885,-5.06042e-05,0.999999
vins,1776726758,687061078,-0.000171179,0.00034823,5.58632e-06,0.000941118,0.00130281,-3.95172e-05,0.999999
vins,1776726758,703923078,-0.000287514,0.000391256,2.53798e-05,0.000933974,0.00128772,-3.21576e-05,0.999999
vins,1776726758,720464078,-0.000283965,0.000400087,2.37504e-05,0.000930149,0.00129302,-2.65328e-05,0.999999
vins,1776726758,737045078,-0.000252527,0.000356067,-2.39503e-06,0.000932707,0.00130067,-2.53074e-05,0.999999
vins,1776726758,753830078,-0.000330724,0.000369429,3.30258e-05,0.000923856,0.0012904,-2.89574e-05,0.999999
vins,1776726758,789736078,-0.00024197,0.000313022,1.74718e-05,0.000928261,0.00128923,-2.78775e-05,0.999999
vins,1776726758,803755078,-0.000295736,0.000362121,3.90309e-05,0.000933835,0.00128957,-3.47209e-05,0.999999
vins,1776726758,820383078,-0.000238179,0.000342203,-1.10575e-05,0.000926726,0.0012937,-3.61016e-05,0.999999
vins,1776726758,870571078,-0.000318449,0.000402729,7.9196e-05,0.00092707,0.00130365,-4.12222e-05,0.999999
vins,1776726758,887037078,-0.000352021,0.000441902,6.06353e-05,0.000936632,0.00130275,-4.10225e-05,0.999999
vins,1776726758,903714078,-0.000170371,0.000340349,1.55116e-05,0.000936591,0.00128074,-3.87185e-05,0.999999
vins,1776726758,920426078,-0.000278534,0.000365679,3.35065e-05,0.000951371,0.00129388,-2.50597e-05,0.999999
vins,1776726758,937058078,-0.000454977,0.000438195,4.41843e-05,0.000931586,0.00129652,-3.29782e-05,0.999999
vins,1776726758,953709078,-0.000473801,0.000426962,3.06638e-05,0.000927892,0.00130148,-3.83299e-05,0.999999
vins,1776726758,970390078,-0.000435052,0.0004377,3.65445e-05,0.000910598,0.00130184,-4.12276e-05,0.999999
vins,1776726758,987081078,-0.000417223,0.000426873,4.93567e-05,0.000934501,0.00129031,-3.70541e-05,0.999999
vins,1776726759,3694078,-0.000368,0.000402745,3.314e-05,0.000938167,0.00129698,-3.3579e-05,0.999999
vins,1776726759,20438078,-0.000467357,0.000443557,4.01104e-05,0.00092211,0.00131164,-4.44923e-05,0.999999
vins,1776726759,37053078,-0.000535591,0.000496157,0.000104719,0.000928933,0.00131562,-4.72437e-05,0.999999
vins,1776726759,53669078,-0.000352164,0.000386524,7.8876e-06,0.000940908,0.00129443,-4.41372e-05,0.999999
vins,1776726759,70452078,-0.000253854,0.00034427,-8.5407e-06,0.000936361,0.00129944,-3.91226e-05,0.999999
vins,1776726759,87229078,-0.000303945,0.000352354,2.38109e-05,0.000935695,0.00130332,-2.7301e-05,0.999999
vins,1776726759,103882078,-0.000362779,0.000402569,2.93364e-05,0.000926534,0.00130492,-2.21299e-05,0.999999
vins,1776726759,120377078,-0.000368845,0.000428235,7.45643e-05,0.000933912,0.00130762,-2.90011e-05,0.999999
vins,1776726759,137060078,-0.000324531,0.000362607,3.37655e-05,0.000930696,0.00130136,-2.62293e-05,0.999999
vins,1776726759,153801078,-0.000276826,0.000337073,-1.15274e-05,0.000920035,0.00129299,-2.80715e-05,0.999999
vins,1776726759,170330078,-0.000258672,0.000300417,3.34265e-05,0.000915423,0.00130029,-3.41817e-05,0.999999
vins,1776726759,187056078,-0.000394534,0.000365016,5.50386e-05,0.000921831,0.00130074,-3.36929e-05,0.999999
